9.362062725488733060e-01, 231
9.163768979764768714e-01, 231
1.589419532293491266e+00, 145
1.711867792295446864e+00, 50
1.783774157609962693e+00, 51
1.766563048890849446e+00, 52
1.740235472346202795e+00, 21
1.782564463408338791e+00, 221
1.825482376330598416e+00, 222
1.961853247236698771e+00, 223
2.013765576440889023e+00, 224
1.849693416705914986e+00, 225
2.188664379073149649e+00, 71
1.801884387037759097e+00, 186
1.613258517198530439e+00, 30
2.103255146974668674e+00, 121
1.545335462605785654e+00, 99
1.650929654792498616e+00, 100
1.690323901814783621e+00, 101
2.070649505899933495e+00, 109
2.495998267470764843e+00, 69
1.740235472347491183e+00, 6
2.046085172216836327e+00, 156
2.595877540048007951e+00, 8
2.287841989863904996e+00, 110
2.399538038684641173e+00, 104
1.821463840190150001e+00, 186
1.236095974022942081e+00, 188
7.226224282857135218e-01, 201
6.736807348719785194e-01, 90
5.116098422934626149e-01, 91
5.041815941046340930e-01, 92
4.715391965092312729e-01, 93
5.775234860141164466e-01, 94
6.177548893689367527e-01, 95
9.638254475353135012e-01, 204
1.100255004236902557e+00, 97
1.484813142952471653e+00, 98
1.742965577284171667e+00, 16
1.876284176449173923e+00, 66
2.234688423162564400e+00, 108
2.736234437206742647e+00, 117
1.743573119522887026e+00, 243
2.254178496222229002e+00, 244
2.394626082381138135e+00, 58
1.917393620235416156e+00, 180
1.903738324326229163e+00, 116
1.818774735370164017e+00, 228
1.459232371427340179e+00, 229
1.415093107471337500e+00, 230
1.416067011115634713e+00, 146
1.676918833664617066e+00, 233
1.484444987607021884e+00, 142
1.229410132701707516e+00, 143
1.349993238746811251e+00, 144
1.456054987916762852e+00, 145
1.547377534613922973e+00, 223
1.455951721374925515e+00, 224
1.465900380793334945e+00, 225
2.009316366828480891e+00, 128
2.844132553167242006e+00, 22
2.497007910585118253e+00, 177
2.142348016830118194e+00, 178
1.905348562622175021e+00, 179
2.140175540535502523e+00, 180
2.112615462330236678e+00, 181
1.876284176537726054e+00, 39
1.993672917396086221e+00, 140
1.686311014501069399e+00, 141
1.843460452448095584e+00, 154
1.705775586501904755e+00, 155
1.549505352311497327e+00, 112
1.814622265415733231e+00, 27
1.371361390229213710e+00, 238
1.423309685071224849e+00, 85
1.144363202213440293e+00, 86
9.895943052022732698e-01, 87
8.438780742061855490e-01, 83
9.929327742594861528e-01, 89
1.045055914380667487e+00, 202
8.987244518485735206e-01, 134
9.937423395444214621e-01, 96
8.811059524557732136e-01, 97
8.438780742057817297e-01, 77
1.057421973091649512e+00, 167
1.237668475493754697e+00, 34
1.144363202110412145e+00, 75
8.113069417436626602e-01, 199
5.668330508908874292e-01, 200
5.654241289674188937e-01, 201
6.130385232917343265e-01, 30
5.116098422825668707e-01, 30
5.041815940987369283e-01, 31
4.715391965336082619e-01, 32
4.775525097285437094e-01, 190
6.177548894284445146e-01, 34
9.741134718719719560e-01, 35
8.811059524321559778e-01, 82
9.875669202306819350e-01, 136
1.224941118968942899e+00, 137
1.650929654870515426e+00, 17
1.562566678629318402e+00, 108
1.794739236749386646e+00, 109
1.808219756861626210e+00, 110
2.095049050655052659e+00, 111
2.027356416538119729e+00, 112
2.180533471272198639e+00, 160
1.677400150986513323e+00, 100
1.562566678537182172e+00, 101
1.421088777508165684e+00, 152
1.808219756793182449e+00, 103
1.860286324416986909e+00, 224
1.549505351990696731e+00, 71
2.283295653491401027e+00, 106
2.214889950168499421e+00, 107
2.092035255883462349e+00, 169
1.903738324778670498e+00, 46
2.037381326344480934e+00, 171
1.756199399053982484e+00, 163
1.009559209610999273e+00, 236
8.657456276088438225e-01, 237
1.790680117101976722e+00, 238
2.058531103250796253e+00, 16
1.702799324389171728e+00, 17
1.865622230244895167e+00, 18
2.272885145796636923e+00, 103
1.949384857944435765e+00, 148
1.886063986863622116e+00, 149
1.798527434296717768e+00, 150
1.937072202400044301e+00, 161
1.361160615873667791e+00, 76
1.170978884544467495e+00, 200
1.141499210247055264e+00, 78
1.189038080241711158e+00, 202
8.987244517854436747e-01, 80
1.083964563749973712e+00, 81
9.875669201342376299e-01, 98
1.224941118790791852e+00, 99
1.265128211058285402e+00, 181
1.477052207798430750e+00, 228
1.290530957028999882e+00, 152
1.403641643178493624e+00, 153
1.201929265095832835e+00, 233
1.171871863090233801e+00, 1
1.137540031316446589e+00, 1
1.456054987932061645e+00, 55
1.412297172000579330e+00, 222
1.441087091155545585e+00, 184
1.464380073277970678e+00, 224
1.868602404510082694e+00, 225
1.798527434376818452e+00, 128
1.717015966609580618e+00, 139
1.290530957097706649e+00, 140
1.403641643220395843e+00, 141
1.266638611294706017e+00, 232
1.311936816534991670e+00, 233
1.748016779818776389e+00, 234
1.857480320105254059e+00, 11
2.115949537076389749e+00, 196
2.186324862785091376e+00, 105
2.180533471382962488e+00, 106
1.937072202444608421e+00, 129
1.296302534192017603e+00, 194
1.580497834600933577e+00, 119
1.282069320292932077e+00, 119
1.010037099238624871e+00, 28
9.074484305331585971e-01, 202
5.659721940141364131e-01, 214
6.835006722314659784e-01, 215
9.709148588868340749e-01, 216
1.009754734679853937e+00, 241
1.431247310541403223e+00, 216
1.843145896014044439e+00, 130
2.386330080883516505e+00, 121
2.565082067647903317e+00, 122
2.479353697452536330e+00, 133
2.405071055729467715e+00, 130
2.391645494255402645e+00, 131
2.142348016813006024e+00, 62
1.905348562716966183e+00, 63
1.917393620262862417e+00, 45
1.265128211309882966e+00, 138
2.183552480037683794e+00, 139
1.698290947365221235e+00, 146
1.441087091204304391e+00, 147
2.021029034913704409e+00, 164
1.442422596477863769e+00, 119
1.050667687469113777e+00, 90
8.878871261340374989e-01, 91
6.211375379276788542e-01, 93
4.775525097070768798e-01, 94
9.912534448232669134e-01, 168
1.095177006765279525e+00, 169
1.199181453282278597e+00, 216
1.296302534116554596e+00, 162
1.316616563244003312e+00, 131
2.115949536766750298e+00, 158
1.960904604794554304e+00, 74
1.315877968101739763e+00, 75
8.113069417355638983e-01, 87
5.668330509166117429e-01, 88
5.654241290164070662e-01, 89
7.651856113165072900e-01, 238
7.678636641233224981e-01, 239
9.638254475416412145e-01, 35
1.045633929327675424e+00, 170
2.187225385315793507e+00, 218
2.052481325105156506e+00, 228
2.147846579688693968e+00, 229
1.824344914584767927e+00, 146
1.654596488152393894e+00, 147
2.044722410209749924e+00, 185
1.928380664294214215e+00, 120
1.866409224273628794e+00, 166
5.659721940133279356e-01, 167
6.835006722335837443e-01, 168
9.709148588431420169e-01, 169
1.374558203141629465e+00, 170
2.187225385321949616e+00, 206
2.063186347036170544e+00, 207
1.747399279329436708e+00, 229
1.547270251194058364e+00, 230
1.412297171986266198e+00, 146
1.495119306852455872e+00, 147
1.455951721395861311e+00, 57
1.465900380802171022e+00, 58
1.940289218762185721e+00, 150
1.852146103310190251e+00, 7
1.477052207808945988e+00, 139
1.459232371415319355e+00, 48
1.281615828233351823e+00, 0
9.163768979882678294e-01, 1
9.612554723478967719e-01, 1
1.082276784853664089e+00, 0
1.645796058630872994e+00, 2
1.875062220685982995e+00, 26
1.009559209379597606e+00, 119
8.657456274093318772e-01, 120
7.651856113660099307e-01, 202
7.678636641617480353e-01, 203
1.120432161955565824e+00, 192
1.009754734755725292e+00, 170
1.726225083526031516e+00, 162
1.743573119523839937e+00, 42
2.251378645267442969e+00, 5
